time,students,temperature,appliances,humidity,day_of_week,is_weekend,num_classes,random_noise,building_color_code,id_number,energy
7,410,38.97,29,23.54,6,1,2,0.92,713.7,79.63,1242.97
13,223,24.38,22,55.04,2,0,7,0.5,592.89,82.03,1046.47
22,326,22.08,44,61.79,5,1,8,2.28,300.07,80.69,1230.48
7,161,36.77,12,43.45,1,0,2,-1.05,707.8,82.92,859.36
20,336,20.52,43,73.68,3,0,5,-0.22,674.34,83.07,1279.53
15,481,39,44,27.41,6,1,1,-0.14,940.14,85.23,1542.32
12,392,15.38,18,25.53,2,0,7,1.01,946.77,86.16,1062.51
17,200,39.3,36,71.09,4,0,8,-0.51,619.44,87.78,1308.48
14,500,16.06,42,54.54,3,0,6,-1.18,613.01,87.65,1503.44
20,175,37.36,37,68.17,4,0,5,1.21,119.79,89.19,1254.99
23,203,28.14,27,50.26,3,0,6,-0.32,211,89.66,1141.24
12,434,39.77,19,37.08,1,0,2,0.89,154.99,91.58,1442.96
8,321,16.67,37,77.22,2,0,1,0.76,164.04,91.82,1127.78
14,151,28.85,29,75.76,3,0,7,-0.04,940.91,93.48,1138.72
12,468,39.2,21,68.89,5,1,7,-0.18,198.03,91.74,1663.64
0,443,28.03,37,38.78,6,1,2,-0.4,242.31,95.63,1283.73
6,348,30.77,6,61.28,0,0,2,-0.01,976.07,96.89,1062.1
8,294,32.38,18,45.24,5,1,1,0.86,535.65,97.4,917.21
23,223,26.4,44,26.19,5,1,8,-0.79,736.7,98.31,1170.16
0,88,30.6,44,84.26,6,1,8,0.09,783.29,98.13,963.55
11,219,29.65,43,29.93,0,0,1,-1.12,189.41,99.33,1116.99
7,296,37.53,10,86.49,5,1,8,-1,690.53,99.67,1175.81
23,74,16.08,10,51.45,3,0,9,-0.04,440.78,103.21,622.73
10,405,21.87,7,32.72,3,0,4,-1.95,393.1,103.44,1074.93
18,355,38.8,11,58.05,3,0,1,2.04,670.85,103.78,1300.56
16,455,37.19,12,81.28,0,0,1,-1.19,747.88,106.24,1392.95
7,458,26.43,46,71.26,5,1,3,-0.07,707.78,106.7,1414.68
2,60,30.56,19,76.44,0,0,5,1.19,802.38,108.11,727.1
2,365,21.8,33,66.21,3,0,5,-0.86,340.8,108.16,1159.6
0,438,19.75,37,68.55,6,1,9,-2.3,924.68,108.92,1418.62
4,364,26.47,34,79.37,5,1,2,-0.45,659.98,109.48,1188.37
9,85,23.86,43,37.54,5,1,2,-0.89,130.48,110.28,815.02
6,223,29.61,31,54.48,4,0,6,-2.29,488.66,112.42,1222.72
8,69,17.01,40,35.46,4,0,9,0.28,379.8,114.13,944.78
6,369,39.35,33,89.12,1,0,1,0.21,630.8,113.68,1410.28
8,314,39.74,42,85.78,2,0,9,1.14,254.32,115.06,1603.65
7,448,32.45,37,22.9,4,0,9,-1.13,482.47,114.73,1515.37
11,190,28.34,41,68.9,0,0,9,-1.61,171.56,117.2,1232.49
1,421,22.7,31,84.47,4,0,5,-0.41,977.17,117.79,1398.8
0,191,35.27,37,32.82,1,0,9,-0.1,981.26,120.44,1134.19
15,142,32,8,59.96,5,1,4,0.92,309.52,119.91,635.65
22,402,19.05,26,84.41,1,0,2,1.42,753.51,121.22,1271.05
22,369,37.79,6,22.42,5,1,6,1.21,474.03,121.64,1134.48
23,339,35.72,14,68.7,6,1,4,0.28,845.24,123.25,1298.09
4,265,38.72,9,41.09,6,1,6,0.79,316.22,122.24,947.54
2,496,33.15,14,84.55,5,1,3,-0.63,172.42,122.66,1359.83
11,393,30.27,37,88.2,2,0,6,0.18,822.9,126.8,1529.14
7,99,25.51,42,86.09,4,0,2,-1.2,727.4,125.49,1061.37
21,201,38.2,17,52.85,0,0,2,0.06,708.13,128.22,1140.08
2,234,36.76,35,80.37,0,0,9,0.1,879.71,130.76,1415.48
0,113,16.04,40,79.11,3,0,7,1.72,474.06,128.76,839.27
2,239,15.59,49,42.16,5,1,3,-0.23,775.29,130.53,968.09
4,176,24.36,28,77.89,0,0,1,0.09,158.38,131.27,965.33
14,199,35.41,19,22.64,2,0,8,0.24,899.34,133.25,1103.82
13,364,39.69,33,61.84,5,1,6,-0.47,126.7,134.08,1450.06
2,109,18.78,12,35.91,2,0,7,-0.8,980.68,135.43,669.21
0,390,29.84,9,28.41,0,0,9,1.29,545.14,136.46,1146.83
4,355,24.47,33,25.69,0,0,5,-0.97,162.07,135.68,1106.73
22,229,39.1,8,68.69,3,0,1,-1.32,862.68,137.14,1029.87
13,218,36.1,16,44.02,0,0,7,0.67,353.19,138.65,1270.02
6,377,35.86,49,70.74,5,1,5,1.15,1005.74,139.52,1458.2
8,321,26.65,6,24.5,6,1,3,-0.47,144.46,142.29,727.01
14,104,25.36,31,42.25,5,1,9,-0.43,198.62,142.06,936.07
14,491,21.86,35,57.68,5,1,1,0.27,655.38,143.24,1397.35
9,149,16.44,40,75.57,3,0,1,-0.71,324.46,144.36,999.52
12,314,36.56,40,42.31,3,0,1,-0.77,875.06,145.77,1347.94
18,102,35.23,30,63.69,0,0,3,0.87,781.26,145.74,1076.59
6,110,39.98,47,81.96,1,0,6,0.6,533.97,148.18,1361.08
16,157,39.81,31,62.95,1,0,3,1.31,891.95,149,1105.79
19,52,28.88,9,36.42,3,0,8,-1.26,695.38,149.3,710.26
3,153,34.22,24,21.99,0,0,2,-0.51,481.97,151.52,790.8
4,246,38.62,15,80.85,1,0,9,0.29,276.68,151.19,1218.35
22,309,36.33,14,21.82,0,0,3,-0.91,523.93,151.66,1239.89
6,415,21.2,44,81.64,0,0,5,0.64,811.94,151.73,1509.05
12,421,26.22,42,56.8,0,0,8,1.22,408.33,152.88,1589.95
14,399,18.24,10,85.81,4,0,2,-0.58,881.64,155.01,1033.98
10,95,38.82,12,75.86,5,1,6,0.04,603.52,156.08,804.64
3,402,30.05,27,89.91,0,0,5,1.44,371.72,156.65,1311.26
12,360,20.62,30,44.67,4,0,9,1.81,682.19,158.39,1388.38
6,473,31.76,47,73.98,3,0,5,0.75,106.28,158.32,1779.82
18,356,30.35,16,48.09,1,0,2,0.6,608.35,160.51,1244.16
21,196,23.91,30,53.56,5,1,5,-0.85,574.94,162.31,919.45
1,316,17.83,17,64.1,6,1,4,0.35,397.78,161.58,995.58
9,420,31.78,44,81.06,1,0,7,0.56,264.39,162.22,1631.48
12,173,28.06,22,89.11,5,1,6,-0.2,583.41,164.71,902.04
20,154,34.45,29,73.79,6,1,2,-0.61,700.09,165.15,933.87
5,205,27.98,37,49.19,1,0,5,-1.29,173.16,165.53,1080.73
11,195,36.23,44,49.41,5,1,7,-1.74,663.76,167.63,1212.69
11,195,28.77,47,71.74,1,0,7,-1.94,659.2,166.78,1283.79
19,170,29.12,16,36.75,1,0,5,0.58,338.79,168.36,853.83
10,368,36.89,48,27.63,6,1,9,0.13,201.93,170.52,1561.19
22,325,25.12,40,45.01,1,0,4,-0.48,309.23,171.81,1327.49
6,142,18.22,8,40.57,1,0,3,-0.34,648.68,171.46,587.1
0,109,15.57,9,40.68,6,1,4,0.2,924.94,173.09,516.47
0,489,33.89,41,36.45,3,0,5,-0.16,564.68,175.12,1497.25
19,397,30.39,12,23.1,0,0,6,-1.35,555.27,175.04,1156.28
12,277,32.53,46,21.37,2,0,3,0.93,364.01,175.14,1348
8,165,20.38,32,89.03,4,0,2,0.31,487.55,176.35,1084.08
2,366,18.49,35,50.15,2,0,4,0.27,872.17,177.76,1177.15
6,328,15.46,13,46.76,2,0,5,0.83,945.84,179.35,968.69
5,176,23.83,33,67.42,5,1,4,-0.82,486.72,179.83,837.86
7,441,29.91,18,35.4,0,0,3,1.23,973.13,180.26,1272.75
8,445,24.79,44,86.32,5,1,8,-0.13,359.54,182.05,1512.07
4,176,25.9,45,75,0,0,4,0.88,380.83,182.16,1132.03
0,107,37.63,26,26.17,6,1,2,0.73,723.58,183.25,760.94
18,170,23.66,15,49.57,6,1,2,-1.04,972.02,185.99,680.36
9,51,27.92,27,81.61,0,0,1,0.5,135.88,186.57,779.45
11,288,34.59,5,86.53,1,0,4,0.33,586.7,187.16,1015.13
23,339,25.07,41,52.64,3,0,9,0.04,319.6,187.47,1467.53
14,144,30.61,25,62.31,1,0,7,-0.09,226.15,189.72,1054.73
21,177,36.55,30,31.75,3,0,7,-0.08,616.42,189.82,1192.54
23,168,38.62,40,89.65,5,1,7,0.81,708.09,190,1302.38
8,96,18.82,27,36.32,3,0,8,0.58,988.94,191.94,872.55
19,138,38.22,5,86.15,5,1,1,0.02,792.73,194.85,717.33
16,286,27.21,44,65.29,6,1,8,-1.49,714.13,192.4,1237.17
16,423,21.4,19,62.72,2,0,4,0.49,708.36,195.3,1319.78
19,433,26.5,25,55.81,6,1,4,0.71,362.28,195.11,1185.47
11,322,39.5,13,36.2,6,1,4,2.31,463.48,196.42,1096.83
6,238,27.35,13,32.4,2,0,6,1.08,859.32,197.29,879.8
1,240,23.18,14,35.19,3,0,7,-1.88,884.61,198.1,1017.4
2,496,30.9,30,33.12,3,0,6,0.08,642.24,200.26,1504.06
